chr	start	end	interval_id	num_peaks	num_samples	kidney_14_5_REP1.mLb.clN.bool	kidney_14_5_REP2.mLb.clN.bool	kidney_15_5_REP1.mLb.clN.bool	kidney_15_5_REP2.mLb.clN.bool	liver_14_5_REP1.mLb.clN.bool	liver_14_5_REP2.mLb.clN.bool	liver_15_5_REP1.mLb.clN.bool	liver_15_5_REP2.mLb.clN.bool	kidney_14_5_REP1.mLb.clN.fc	kidney_14_5_REP2.mLb.clN.fc	kidney_15_5_REP1.mLb.clN.fc	kidney_15_5_REP2.mLb.clN.fc	liver_14_5_REP1.mLb.clN.fc	liver_14_5_REP2.mLb.clN.fc	liver_15_5_REP1.mLb.clN.fc	liver_15_5_REP2.mLb.clN.fc	kidney_14_5_REP1.mLb.clN.qval	kidney_14_5_REP2.mLb.clN.qval	kidney_15_5_REP1.mLb.clN.qval	kidney_15_5_REP2.mLb.clN.qval	liver_14_5_REP1.mLb.clN.qval	liver_14_5_REP2.mLb.clN.qval	liver_15_5_REP1.mLb.clN.qval	liver_15_5_REP2.mLb.clN.qval	kidney_14_5_REP1.mLb.clN.pval	kidney_14_5_REP2.mLb.clN.pval	kidney_15_5_REP1.mLb.clN.pval	kidney_15_5_REP2.mLb.clN.pval	liver_14_5_REP1.mLb.clN.pval	liver_14_5_REP2.mLb.clN.pval	liver_15_5_REP1.mLb.clN.pval	liver_15_5_REP2.mLb.clN.pval	kidney_14_5_REP1.mLb.clN.start	kidney_14_5_REP2.mLb.clN.start	kidney_15_5_REP1.mLb.clN.start	kidney_15_5_REP2.mLb.clN.start	liver_14_5_REP1.mLb.clN.start	liver_14_5_REP2.mLb.clN.start	liver_15_5_REP1.mLb.clN.start	liver_15_5_REP2.mLb.clN.start	kidney_14_5_REP1.mLb.clN.end	kidney_14_5_REP2.mLb.clN.end	kidney_15_5_REP1.mLb.clN.end	kidney_15_5_REP2.mLb.clN.end	liver_14_5_REP1.mLb.clN.end	liver_14_5_REP2.mLb.clN.end	liver_15_5_REP1.mLb.clN.end	liver_15_5_REP2.mLb.clN.end	kidney_14_5_REP1.mLb.clN.summit	kidney_14_5_REP2.mLb.clN.summit	kidney_15_5_REP1.mLb.clN.summit	kidney_15_5_REP2.mLb.clN.summit	liver_14_5_REP1.mLb.clN.summit	liver_14_5_REP2.mLb.clN.summit	liver_15_5_REP1.mLb.clN.summit	liver_15_5_REP2.mLb.clN.summit
chr19	44076480	44077529	Interval_5355	4	4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	5.54983	5.63306	6.25218	5.29946	NA	NA	NA	NA	9.45338	12.9888	13.9688	10.0009	NA	NA	NA	NA	12.2745	15.546	16.629	12.4824	NA	NA	NA	NA	44076606	44076480	44076521	44076498	NA	NA	NA	NA	44076964	44077360	44077529	44077333	NA	NA	NA	NA	118	204	725	263	NA	NA	NA	NA
chr19	44106901	44107978	Interval_5356	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	7.67608	8.96663	8.35269	9.66899	12.9386	12.6069	13.1172	11.9056	22.92	37.1243	33.4787	43.9426	66.3	192.191	117.074	70.4259	26.2259	40.1648	36.5482	47.0872	69.568	195.259	120.212	73.5545	44106960	44106926	44106941	44107050	44107012	44106915	44106901	44106903	44107784	44107797	44107978	44107802	44107847	44107958	44107825	44107797	556	504	569	425	423	521	614	562
chr19	44135327	44136429	Interval_5357	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	6.78256	8.00499	6.99423	6.34992	7.9675	12.0211	12.1762	9.12303	12.624	22.7468	16.037	14.6673	16.5977	96.395	60.7599	26.0045	15.5827	25.5342	18.7537	17.2845	19.3253	99.1855	63.6238	28.7274	44135640	44135399	44135438	44135451	44135443	44135332	44135430	44135327	44136036	44136429	44136105	44136330	44136298	44136330	44136298	44136105	210	354	331	391	387	518	481	503
chr19	44237741	44238054	Interval_5358	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	3.04536	NA	NA	NA	NA	NA	NA	NA	2.04498	NA	NA	NA	NA	NA	NA	NA	4.04453	NA	NA	NA	NA	NA	NA	NA	44237741	NA	NA	NA	NA	NA	NA	NA	44238054	NA	NA	NA	NA	NA	NA	NA	147	NA	NA	NA	NA	NA	NA
chr19	44247482	44248998	Interval_5359	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	11.2532	13.1074	11.0478	12.5124	16.1127	15.3965	16.7941	15.1802	67.5509	115.381	80.0474	102.608	152.433	415.433	338.78	197.077	72.3264	119.444	83.7961	106.476	156.363	419.066	342.732	201.06	44247871	44247932	44247865	44247855	44247880	44247482	44247743	44247695	44248741	44248998	44248827	44248856	44248635	44248719	44248724	44248688	453	369	390	470	465	814	588	576
chr19	44266608	44267600	Interval_5360	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	8.53351	11.1074	9.72054	11.6802	16.954	14.8143	16.7706	14.7792	31.3647	62.5039	46.3612	75.1773	188.411	505.553	459.727	225.379	34.9435	65.8912	49.6431	78.7127	192.586	509.387	464.119	229.53	44266654	44266783	44266629	44266649	44266673	44266608	44266630	44266638	44267580	44267570	44267572	44267486	44267523	44267600	44267586	44267568	535	355	440	507	394	459	438	430
chr19	44283875	44284985	Interval_5361	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	9.25519	11.9786	11.8581	11.8606	17.7738	15.1508	15.6844	14.5429	57.5108	127.405	105.126	121.376	188.094	540.258	393.754	204.542	61.8822	131.629	109.187	125.437	192.266	544.175	397.904	208.571	44283875	44283967	44283962	44283902	44283946	44283894	44283914	44283924	44284985	44284921	44284943	44284975	44284854	44284937	44284923	44284926	506	327	310	397	326	405	352	368
chr19	44292905	44295178	Interval_5362	11	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	7.24684	10.0207	7.9371	8.66127;2.36739	10.9883	10.3853;2.64793	10.0246	7.65027;2.31489	37.7823	98.6468	59.8059	72.7504;3.73613	84.5885	275.804;16.852	173.028	70.6083;4.24272	41.5621	102.5	63.2817	76.2575;5.91679	88.033	279.095;19.2056	176.405	73.7382;6.544	44293470	44293260	44293448	44293325;44294776	44293447	44292906;44294771	44292905	44293451;44294743	44294423	44294376	44295031	44294279;44295178	44294296	44294412;44295082	44294411	44294408;44295122	482	692	504	624;99	520	1046;145	1047	523;179
chr19	44295708	44295995	Interval_5363	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	2.15492	NA	NA	NA	NA	NA	NA	NA	3.26615	NA	NA	NA	NA	NA	NA	NA	5.51808	NA	NA	NA	NA	NA	NA	NA	44295708	NA	NA	NA	NA	NA	NA	NA	44295995	NA	NA	NA	NA	NA	NA	NA	202
chr19	44301250	44302278	Interval_5364	4	4	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	4.34527	4.76108	5.44886	3.34024	NA	NA	NA	NA	6.2496	20.2709	21.6818	4.39187	NA	NA	NA	NA	8.73725	22.6588	24.2453	6.6995	NA	NA	NA	NA	44301822	44301450	44301250	44301782	NA	NA	NA	NA	44302242	44302278	44302278	44302184	NA	NA	NA	NA	79	417	653	114
chr19	44311430	44312268	Interval_5365	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	4.06789	3.90463	2.95745	NA	NA	NA	NA	NA	9.64242	7.24043	3.90741	NA	NA	NA	NA	NA	12.094	9.66124	6.10028	NA	NA	NA	NA	NA	44311430	44311686	44311699	NA	NA	NA	NA	NA	44312171	44312268	44312140	NA	NA	NA	NA	NA	405	380	286	NA	NA	NA	NA
chr19	44314298	44315335	Interval_5366	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	4.17659	4.81506	4.47569	5.78632	10.687	11.3153	12.5694	9.28967	7.39252	13.5381	9.91534	18.8385	28.6512	80.3588	89.0759	34.3218	10.1117	16.1104	12.4442	21.5555	31.5448	83.0888	92.0853	37.14	44314426	44314334	44314298	44314318	44314370	44314332	44314325	44314343	44314829	44315279	44315084	44315335	44314868	44315095	44315089	44315036	173	254	355	225	218	278	274	241
chr19	44363406	44363974	Interval_5367	3	3	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	NA	3.9566	NA	4.27246	NA	4.23369	NA	NA	NA	4.85172	NA	5.69297	NA	6.88667	NA	NA	NA	7.08884	NA	7.99769	NA	9.0833	NA	NA	NA	44363509	NA	44363406	NA	44363527	NA	NA	NA	44363766	NA	44363747	NA	44363974	NA	NA	NA	159	NA	228	NA	201	NA	NA
chr19	44367001	44367246	Interval_5368	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	2.97634	NA	NA	NA	NA	NA	NA	NA	2.05521	NA	NA	NA	NA	NA	NA	NA	4.10393	NA	NA	NA	NA	NA	NA	NA	44367001	NA	NA	NA	NA	NA	NA	NA	44367246	NA	NA	NA	NA	NA	NA	NA	201	NA	NA	NA	NA	NA
chr19	44372943	44373393	Interval_5369	3	3	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	NA	NA	NA	NA	6.56577	6.57132	NA	6.2469	NA	NA	NA	NA	9.60183	18.0982	NA	9.5693	NA	NA	NA	NA	12.1845	20.4652	NA	12.0361	NA	NA	NA	NA	44373104	44372943	NA	44373112	NA	NA	NA	NA	44373385	44373393	NA	44373393	NA	NA	NA	NA	31	192	NA	99
chr19	44377995	44378593	Interval_5370	4	4	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	3.13234	3.59907	NA	3.30743	NA	NA	3.94854	NA	1.92016	3.29388	NA	2.79493	NA	NA	4.57039	NA	4.19242	5.41968	NA	4.89656	NA	NA	6.80765	NA	44378149	44377995	NA	44378141	NA	NA	44378006	NA	44378378	44378414	NA	44378593	NA	NA	44378327	NA	161	274	NA	384	NA	NA	190	NA
chr19	44387986	44389333	Interval_5371	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	7.51457	11.1358	10.0906	9.11631	15.2054	14.2569	15.6522	12.8664	18.6795	49.1575	38.0113	37.5849	112.264	363.393	311.638	137.933	21.8444	52.3689	41.1596	40.6382	115.905	366.902	315.501	141.552	44388161	44388270	44388258	44388368	44388162	44388147	44387988	44387986	44388833	44389054	44389041	44389320	44388938	44389298	44389188	44389333	432	398	383	273	478	499	685	687
chr19	44394069	44395412	Interval_5372	5	4	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	9.42612	9.52991	3.21876;7.35178	6.40416	NA	NA	NA	NA	25.9816	78.121	6.21648;32.9684	17.8444	NA	NA	NA	NA	28.8439	80.8425	8.51069;35.6403	20.4623	NA	NA	NA	NA	44394869	44394296	44394069;44394702	44394759	NA	NA	NA	NA	44395195	44395394	44394405;44395412	44395373	NA	NA	NA	NA	171	764	226;389	317
chr19	44396697	44397039	Interval_5373	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	3.59793	NA	NA	NA	NA	NA	NA	NA	11.4164	NA	NA	NA	NA	NA	NA	NA	13.6984	NA	NA	NA	NA	NA	NA	NA	44396697	NA	NA	NA	NA	NA	NA	NA	44397039	NA	NA	NA	NA	NA	NA	NA	219	NA	NA
chr19	44407325	44408624	Interval_5374	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	4.80573	6.47426	5.87403	7.75448	9.1532	11.2882	11.7598	10.4735	7.93607	19.2629	13.1045	24.6143	30.9829	116.886	93.495	62.8799	10.6847	21.9766	15.7395	27.4475	33.9022	119.744	96.526	65.9516	44407817	44407446	44407522	44407551	44407415	44407325	44407351	44407350	44408386	44408443	44408443	44408474	44408463	44408624	44408487	44408452	92	471	346	314	479	627	518	519
chr19	44418677	44419176	Interval_5375	2	2	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	2.80644	NA	4.90286	NA	NA	NA	NA	NA	1.68793	NA	8.14527	NA	NA	NA	NA	NA	3.63267	NA	10.5599	NA	NA	NA	NA	NA	44418855	NA	44418677	NA	NA	NA	NA	NA	44419159	NA	44419176	NA	NA	NA	NA	NA	124	NA	303	NA	NA	NA	NA
chr19	44438784	44439018	Interval_5376	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	3.32222	NA	NA	NA	NA	NA	NA	NA	2.64905	NA	NA	NA	NA	NA	NA	NA	4.71538	NA	NA	NA	NA	NA	NA	NA	44438784	NA	NA	NA	NA	NA	NA	NA	44439018	NA	NA	NA	NA	NA	NA	NA	170	NA	NA	NA	NA	NA	NA
chr19	44465508	44466142	Interval_5377	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	3.32222	NA	NA	NA	NA	NA	NA	NA	2.64905	NA	NA	NA	NA	NA	NA	NA	4.71538	NA	NA	NA	NA	NA	NA	NA	44465508	NA	NA	NA	NA	NA	NA	NA	44466142	NA	NA	NA	NA	NA	NA	NA	594	NA	NA	NA	NA	NA	NA
chr19	44466183	44466437	Interval_5378	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	3.81627	NA	NA	NA	NA	NA	NA	NA	4.08882	NA	NA	NA	NA	NA	NA	NA	6.29835	NA	NA	NA	NA	NA	NA	NA	44466183	NA	NA	NA	NA	NA	NA	NA	44466437	NA	NA	NA	NA	NA	NA	NA	75	NA	NA	NA	NA
chr19	44487379	44487810	Interval_5379	2	2	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	4.5555	NA	NA	3.91288	NA	NA	NA	NA	5.63384	NA	NA	4.75184	NA	NA	NA	NA	8.24716	NA	NA	7.00158	NA	NA	NA	NA	44487402	NA	NA	44487379	NA	NA	NA	NA	44487810	NA	NA	44487724	NA	NA	NA	NA	259	NA	NA	81	NA	NA	NA	NA
chr19	44491730	44492263	Interval_5380	2	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	2.95742	2.99555	NA	NA	NA	NA	NA	NA	1.86581	2.44489	NA	NA	NA	NA	NA	NA	3.89392	4.50517	NA	NA	NA	NA	NA	NA	44491730	44491750	NA	NA	NA	NA	NA	NA	44492014	44492263	NA	NA	NA	NA	NA	NA	37	229	NA	NA	NA	NA
chr19	44498709	44499153	Interval_5381	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	3.57162	NA	NA	NA	NA	NA	NA	NA	3.89813	NA	NA	NA	NA	NA	NA	NA	6.06911	NA	NA	NA	NA	NA	NA	NA	44498709	NA	NA	NA	NA	NA	NA	NA	44499153	NA	NA	NA	NA	NA	NA	NA	370	NA	NA	NA	NA	NA	NA
chr19	44500182	44500668	Interval_5382	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	4.51405	4.29773	3.81627	NA	NA	NA	NA	NA	7.05336	5.15554	4.08882	NA	NA	NA	NA	NA	9.40284	7.46769	6.29835	NA	NA	NA	NA	NA	44500182	44500198	44500254	NA	NA	NA	NA	NA	44500595	44500668	44500617	NA	NA	NA	NA	NA	269	119	195	NA	NA	NA	NA
chr19	44509977	44510285	Interval_5383	2	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	2.46663	3.15909	NA	NA	NA	NA	NA	NA	1.8398	4.04268	NA	NA	NA	NA	NA	NA	3.84812	6.24534	NA	NA	NA	NA	NA	NA	44509977	44510004	NA	NA	NA	NA	NA	NA	44510262	44510285	NA	NA	NA	NA	NA	NA	52	17	NA	NA	NA	NA
chr19	44511388	44512086	Interval_5384	2	2	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	3.32007	NA	3.02135	NA	NA	NA	NA	NA	5.8985	NA	4.07362	NA	NA	NA	NA	NA	8.192	NA	6.27825	NA	NA	NA	NA	NA	44511388	NA	44511524	NA	NA	NA	NA	NA	44512086	NA	44511950	NA	NA	NA	NA	NA	465	NA	263	NA	NA	NA	NA
chr19	44514551	44514994	Interval_5385	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	3.21583	NA	NA	NA	NA	NA	NA	NA	5.933	NA	NA	NA	NA	NA	NA	NA	8.28913	NA	NA	NA	NA	NA	NA	NA	44514551	NA	NA	NA	NA	NA	NA	NA	44514994	NA	NA	NA	NA	NA	NA	NA	175	NA	NA	NA	NA	NA
chr19	44519213	44519478	Interval_5386	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	3.08556	NA	NA	NA	NA	NA	NA	NA	4.05322	NA	NA	NA	NA	NA	NA	NA	6.25651	NA	NA	NA	NA	NA	NA	NA	44519213	NA	NA	NA	NA	NA	NA	NA	44519478	NA	NA	NA	NA	NA	NA	NA	193	NA	NA	NA	NA
chr19	44533945	44534347	Interval_5387	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	3.29974	NA	NA	NA	NA	NA	NA	NA	2.99724	NA	NA	NA	NA	NA	NA	NA	5.09206	NA	NA	NA	NA	NA	NA	NA	44533945	NA	NA	NA	NA	NA	NA	NA	44534347	NA	NA	NA	NA	NA	NA	NA	65	NA	NA	NA	NA	NA	NA
chr19	44534406	44534643	Interval_5388	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	3.09947	NA	NA	NA	NA	NA	NA	NA	2.25474	NA	NA	NA	NA	NA	NA	NA	4.32383	NA	NA	NA	NA	NA	NA	NA	44534406	NA	NA	NA	NA	NA	NA	NA	44534643	NA	NA	NA	NA	NA	NA	NA	106	NA	NA	NA	NA	NA
chr19	44535415	44535734	Interval_5389	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2.76433	NA	NA	NA	NA	NA	NA	NA	1.39087	NA	NA	NA	NA	NA	NA	NA	3.55919	NA	NA	NA	NA	NA	NA	NA	44535415	NA	NA	NA	NA	NA	NA	NA	44535734	NA	NA	NA	NA	NA	NA	NA	123	NA	NA	NA	NA	NA	NA	NA
chr19	44544931	44546134	Interval_5390	7	7	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	2.74144	4.20262	3.75131	4.22189	NA	4.56402	4.87887	4.90768	1.75042	6.40284	4.64624	6.70209	NA	9.79919	6.86205	5.28986	3.99948	8.72184	6.9277	9.05628	NA	12.0553	9.17488	7.63291	44545829	44545490	44544946	44545483	NA	44545038	44545523	44544931	44546134	44545957	44545848	44545926	NA	44546045	44545853	44545892	284	225	689	168	NA	484	201	688
chr19	44554721	44555730	Interval_5391	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	5.76907	5.69441	3.76236	4.46241	8.44021	10.4433	9.08946	8.5043	13.2994	15.0625	4.9085	9.01904	21.6425	68.1529	33.3277	24.0351	16.2841	17.676	7.2053	11.467	24.4474	70.8323	36.0026	26.7345	44554914	44554826	44555091	44554821	44554729	44554721	44554914	44554905	44555668	44555689	44555623	44555550	44555665	44555730	44555568	44555574	312	601	211	399	573	733	493	411
chr19	44562492	44563394	Interval_5392	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	8.59678	9.57597	7.871	9.19671	18.1994	18.9441	17.6753	16.0985	27.8347	35.5112	23.3468	35.0098	91.9737	280.065	149.957	86.0621	31.3045	38.5274	26.2268	38.0224	95.4747	283.366	153.235	89.3064	44562678	44562572	44562621	44562605	44562667	44562492	44562641	44562586	44563177	44563391	44563394	44563192	44563177	44563220	44563210	44563177	324	297	245	198	202	379	230	285
chr19	44571255	44571453	Interval_5393	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2.98129	NA	NA	NA	NA	NA	NA	NA	1.85014	NA	NA	NA	NA	NA	NA	NA	4.11283	NA	NA	NA	NA	NA	NA	NA	44571255	NA	NA	NA	NA	NA	NA	NA	44571453	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA
chr19	44582481	44583159	Interval_5394	5	5	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	5.9006	4.88691	4.4574	5.19986	NA	4.00451	NA	NA	14.0121	10.7616	7.17138	12.2456	NA	5.83222	NA	NA	17.0224	13.2513	9.58895	14.7966	NA	8.00131	NA	NA	44582727	44582493	44582481	44582523	NA	44582749	NA	NA	44583125	44583159	44583075	44583082	NA	44583108	NA	NA	188	345	436	306	NA	171	NA	NA
chr19	44631248	44632132	Interval_5395	4	4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	3.41974	4.60411	4.74095	4.14377	NA	NA	NA	NA	3.94641	10.0218	11.2824	8.18698	NA	NA	NA	NA	6.4401	12.4862	13.8596	10.6034	NA	NA	NA	NA	44631395	44631318	44631298	44631248	NA	NA	NA	NA	44632132	44631946	44632004	44632050	NA	NA	NA	NA	354	385	369	564	NA	NA	NA	NA
chr19	44632336	44633033	Interval_5396	3	3	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	3.20804	2.55154	NA	2.45607	NA	NA	NA	NA	3.68781	2.18261	NA	1.84175	NA	NA	NA	NA	6.15966	4.19595	NA	3.82295	NA	NA	NA	NA	44632336	44632644	NA	44632489	NA	NA	NA	NA	44632911	44633033	NA	44633009	NA	NA	NA	NA	316	9	NA	75	NA	NA	NA	NA
chr19	44640055	44640602	Interval_5397	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	3.98937	NA	NA	NA	NA	NA	NA	NA	9.37615	NA	NA	NA	NA	NA	NA	NA	11.8364	NA	NA	NA	NA	NA	NA	NA	44640055	NA	NA	NA	NA	NA	NA	NA	44640602	NA	NA	NA	NA	NA	NA	NA	274	NA	NA	NA	NA
chr19	44640767	44641073	Interval_5398	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	2.92594	NA	NA	NA	NA	NA	NA	NA	4.35994	NA	NA	NA	NA	NA	NA	NA	6.56462	NA	NA	NA	NA	NA	NA	NA	44640767	NA	NA	NA	NA	NA	NA	NA	44641073	NA	NA	NA	NA	NA	NA	NA	71	NA	NA	NA	NA	NA	NA
chr19	44642228	44642726	Interval_5399	2	2	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	4.24157	3.34765	NA	NA	NA	NA	NA	NA	10.7593	6.55984	NA	NA	NA	NA	NA	NA	13.2488	8.9475	NA	NA	NA	NA	NA	NA	44642434	44642228	NA	NA	NA	NA	NA	NA	44642726	44642648	NA	NA	NA	NA	NA	NA	80	216	NA	NA	NA	NA	NA
chr19	44655658	44656085	Interval_5400	3	3	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	3.72892	4.67205	NA	5.18344	NA	NA	NA	NA	4.82596	8.30895	NA	11.1458	NA	NA	NA	NA	7.38464	10.7111	NA	13.6647	NA	NA	NA	NA	44655658	44655759	NA	44655764	NA	NA	NA	NA	44656085	44655991	NA	44656028	NA	NA	NA	NA	244	57	NA	87	NA	NA	NA	NA
chr19	44659512	44659752	Interval_5401	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	2.91537	NA	NA	NA	NA	NA	NA	NA	2.4639	NA	NA	NA	NA	NA	NA	NA	4.52627	NA	NA	NA	NA	NA	NA	NA	44659512	NA	NA	NA	NA	NA	NA	NA	44659752	NA	NA	NA	NA	NA	NA	NA	191	NA	NA	NA	NA
chr19	44669476	44671004	Interval_5402	5	4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	4.01024;3.2843	4.92034	4.31219	4.32844	NA	NA	NA	NA	10.7042;6.50125	23.7298	13.8587	14.278	NA	NA	NA	NA	13.5824;9.16937	26.5364	16.5154	16.8859	NA	NA	NA	NA	44669539;44670266	44669476	44669570	44669582	NA	NA	NA	NA	44670017;44670736	44670963	44671004	44670647	NA	NA	NA	NA	301;155	368	1013	261	NA	NA	NA	NA
chr19	44671715	44672509	Interval_5403	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	3.07122	2.94207	3.50016	NA	NA	NA	NA	NA	8.17658	5.57962	9.36323	NA	NA	NA	NA	NA	10.5738	7.91557	11.823	NA	NA	NA	NA	NA	44671743	44671722	44671715	NA	NA	NA	NA	NA	44672426	44672509	44672412	NA	NA	NA	NA	NA	91	243	325	NA	NA	NA	NA
chr19	44677205	44678052	Interval_5404	4	4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	3.42314	5.24552	5.33451	4.13783	NA	NA	NA	NA	4.58999	15.2459	15.4458	9.00593	NA	NA	NA	NA	7.13233	17.864	18.1472	11.4533	NA	NA	NA	NA	44677282	44677267	44677205	44677235	NA	NA	NA	NA	44677591	44677905	44678052	44677730	NA	NA	NA	NA	237	249	235	292	NA	NA	NA	NA
chr19	44684088	44684393	Interval_5405	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	3.91451	NA	NA	NA	NA	NA	NA	NA	5.02315	NA	NA	NA	NA	NA	NA	NA	7.26931	NA	NA	NA	NA	NA	NA	NA	44684088	NA	NA	NA	NA	NA	NA	NA	44684393	NA	NA	NA	NA	NA	NA	NA	223	NA	NA	NA	NA	NA	NA
chr19	44692613	44693049	Interval_5406	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	3.56143	NA	NA	NA	NA	NA	NA	NA	3.23816	NA	NA	NA	NA	NA	NA	NA	5.35293	NA	NA	NA	NA	NA	NA	NA	44692613	NA	NA	NA	NA	NA	NA	NA	44693049	NA	NA	NA	NA	NA	NA	NA	196	NA	NA	NA	NA	NA	NA
chr19	44719551	44720519	Interval_5407	4	4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	4.72992	4.32355	4.83187	4.75873	NA	NA	NA	NA	10.9389	11.612	13.1873	13.015	NA	NA	NA	NA	13.8274	14.1287	15.8251	15.5879	NA	NA	NA	NA	44719625	44719827	44719551	44719594	NA	NA	NA	NA	44720443	44720455	44720469	44720519	NA	NA	NA	NA	613	338	708	647	NA	NA	NA	NA
chr19	44723933	44724474	Interval_5408	4	4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	2.6822	2.8048	3.14076	2.52377	NA	NA	NA	NA	2.62856	4.65372	5.11429	2.88467	NA	NA	NA	NA	4.99438	6.87659	7.42387	4.99392	NA	NA	NA	NA	44724120	44724092	44723933	44723944	NA	NA	NA	NA	44724341	44724474	44724474	44724312	NA	NA	NA	NA	132	213	365	73	NA	NA	NA	NA
chr19	44725927	44726895	Interval_5409	2	2	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	4.38058	NA	2.77096	NA	NA	NA	NA	NA	11.2049	NA	2.94982	NA	NA	NA	NA	NA	13.7085	NA	5.06457	NA	NA	NA	NA	NA	44725927	NA	44726191	NA	NA	NA	NA	NA	44726895	NA	44726712	NA	NA	NA	NA	NA	268	NA	382	NA	NA	NA	NA
