# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-O" "--fracOverlap" "0.2" "-p" "-T" "6" "-a" "consensus_peaks.mLb.clN.saf" "-s" "0" "-o" "consensus_peaks.mLb.clN.featureCounts.txt" "liver_14_5_REP1.mLb.clN.sorted.bam" "liver_15_5_REP2.mLb.clN.sorted.bam" "kidney_14_5_REP1.mLb.clN.sorted.bam" "liver_15_5_REP1.mLb.clN.sorted.bam" "kidney_15_5_REP1.mLb.clN.sorted.bam" "kidney_14_5_REP2.mLb.clN.sorted.bam" "kidney_15_5_REP2.mLb.clN.sorted.bam" "liver_14_5_REP2.mLb.clN.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	liver_14_5_REP1.mLb.clN.sorted.bam	liver_15_5_REP2.mLb.clN.sorted.bam	kidney_14_5_REP1.mLb.clN.sorted.bam	liver_15_5_REP1.mLb.clN.sorted.bam	kidney_15_5_REP1.mLb.clN.sorted.bam	kidney_14_5_REP2.mLb.clN.sorted.bam	kidney_15_5_REP2.mLb.clN.sorted.bam	liver_14_5_REP2.mLb.clN.sorted.bam
Interval_5195	chr19	41474852	41475080	+	229	14	13	7	21	12	12	20	12
Interval_5196	chr19	41482221	41483652	+	1432	424	583	230	1043	276	326	286	1856
Interval_5197	chr19	41495447	41496266	+	820	45	90	16	125	18	18	26	147
Interval_5198	chr19	41524018	41524386	+	369	10	13	3	13	8	3	6	22
Interval_5199	chr19	41573832	41574092	+	261	3	10	9	25	6	4	2	13
Interval_5200	chr19	41585458	41585699	+	242	1	3	4	0	3	13	7	5
Interval_5201	chr19	41597433	41597697	+	265	6	4	6	18	6	6	11	17
Interval_5202	chr19	41600786	41601324	+	539	5	5	22	9	23	26	37	18
Interval_5203	chr19	41606578	41606845	+	268	0	2	15	4	7	7	9	5
Interval_5204	chr19	41618542	41619351	+	810	7	6	42	6	39	44	37	11
Interval_5205	chr19	41627899	41628148	+	250	5	4	9	6	8	13	13	8
Interval_5206	chr19	41629640	41629989	+	350	4	5	19	4	12	13	21	15
Interval_5207	chr19	41669985	41670564	+	580	3	2	24	8	31	34	49	13
Interval_5208	chr19	41675625	41675903	+	279	3	1	22	3	12	38	28	4
Interval_5209	chr19	41677522	41677868	+	347	16	8	14	18	16	10	16	29
Interval_5210	chr19	41688006	41688224	+	219	2	2	9	5	5	10	10	4
Interval_5211	chr19	41697369	41698006	+	638	4	4	26	8	40	35	39	9
Interval_5212	chr19	41707081	41707376	+	296	2	1	14	4	11	16	19	5
Interval_5213	chr19	41716059	41716780	+	722	4	1	93	8	90	123	86	12
Interval_5214	chr19	41723231	41723783	+	553	1	2	45	3	33	46	45	8
Interval_5215	chr19	41724956	41725441	+	486	4	6	44	13	26	46	33	12
Interval_5216	chr19	41734825	41735105	+	281	8	9	21	9	14	22	17	18
Interval_5217	chr19	41737778	41739080	+	1303	56	57	21	62	25	41	45	200
Interval_5218	chr19	41743134	41743961	+	828	4	7	68	15	55	80	78	25
Interval_5219	chr19	41745868	41746748	+	881	8	12	73	13	89	91	119	13
Interval_5220	chr19	41761443	41762057	+	615	3	4	34	10	29	42	36	10
Interval_5221	chr19	41763782	41764483	+	702	20	12	35	30	39	37	34	55
Interval_5222	chr19	41764484	41764849	+	366	5	9	16	12	13	27	18	18
Interval_5223	chr19	41774114	41774428	+	315	6	11	4	7	8	6	9	14
Interval_5224	chr19	41780508	41780727	+	220	6	4	5	4	3	2	4	10
Interval_5225	chr19	41801591	41802616	+	1026	311	364	172	656	245	266	261	1053
Interval_5226	chr19	41807309	41808152	+	844	52	54	18	89	17	14	20	166
Interval_5227	chr19	41810282	41810592	+	311	4	2	19	2	17	17	28	12
Interval_5228	chr19	41813207	41813672	+	466	10	19	12	22	10	9	7	66
Interval_5229	chr19	41817298	41817612	+	315	2	7	13	5	29	22	13	12
Interval_5230	chr19	41829672	41830966	+	1295	276	301	157	471	180	190	208	1004
Interval_5231	chr19	41835573	41836406	+	834	160	186	16	294	22	42	45	580
Interval_5232	chr19	41837684	41838326	+	643	64	86	9	170	14	15	18	326
Interval_5233	chr19	41847049	41848669	+	1621	248	271	252	430	253	301	300	830
Interval_5234	chr19	41857193	41858019	+	827	21	17	17	35	8	22	31	65
Interval_5235	chr19	41895617	41896676	+	1060	71	78	57	109	78	85	95	234
Interval_5236	chr19	41906216	41907342	+	1127	68	132	23	221	21	16	25	309
Interval_5237	chr19	41911585	41912953	+	1369	258	304	187	553	229	296	270	854
Interval_5238	chr19	41932804	41933853	+	1050	385	392	202	590	251	334	326	982
Interval_5239	chr19	41980601	41982183	+	1583	732	883	589	1601	727	848	827	2917
Interval_5240	chr19	41987276	41987607	+	332	2	6	19	9	40	27	40	7
Interval_5241	chr19	41992179	41992758	+	580	5	12	32	5	52	43	45	13
Interval_5242	chr19	41994393	41994643	+	251	0	1	14	8	11	15	9	5
Interval_5243	chr19	41995158	41995415	+	258	1	2	19	2	26	23	29	3
Interval_5244	chr19	42000379	42000817	+	439	5	5	38	12	15	35	27	14
Interval_5245	chr19	42014153	42014823	+	671	8	5	62	9	59	101	65	18
Interval_5246	chr19	42026309	42026672	+	364	10	8	22	6	17	22	21	26
Interval_5247	chr19	42034187	42034600	+	414	4	5	14	17	20	23	24	19
Interval_5248	chr19	42034679	42035028	+	350	5	8	10	11	27	15	15	15
Interval_5249	chr19	42035197	42036150	+	954	16	23	69	37	91	78	77	37
Interval_5250	chr19	42044973	42046108	+	1136	44	88	93	201	163	157	179	202
Interval_5251	chr19	42054313	42054598	+	286	3	3	6	8	30	15	28	15
Interval_5252	chr19	42061224	42061873	+	650	15	28	18	76	24	14	35	55
Interval_5253	chr19	42068681	42068982	+	302	6	7	21	11	16	9	20	14
Interval_5254	chr19	42071836	42072598	+	763	23	59	15	77	20	11	34	69
Interval_5255	chr19	42086005	42086506	+	502	45	24	102	50	105	130	113	115
Interval_5256	chr19	42089951	42090935	+	985	573	657	315	1187	308	378	410	1804
Interval_5257	chr19	42118298	42118887	+	590	19	25	6	48	5	7	10	45
Interval_5258	chr19	42128575	42129613	+	1039	231	293	250	500	267	303	290	899
Interval_5259	chr19	42147103	42148708	+	1606	45	59	116	94	168	172	187	140
Interval_5260	chr19	42158417	42159001	+	585	9	17	23	22	11	19	17	40
Interval_5261	chr19	42164038	42164290	+	253	0	2	9	9	11	18	13	6
Interval_5262	chr19	42169617	42171178	+	1562	162	184	144	278	134	168	154	528
Interval_5263	chr19	42176813	42177747	+	935	30	34	16	71	9	7	17	98
Interval_5264	chr19	42190476	42191118	+	643	9	17	21	20	24	41	27	35
Interval_5265	chr19	42201696	42202217	+	522	5	6	25	12	29	32	41	11
Interval_5266	chr19	42230202	42230754	+	553	9	14	14	25	6	13	7	62
Interval_5267	chr19	42255540	42256517	+	978	16	15	61	28	82	125	101	40
Interval_5268	chr19	42306964	42307342	+	379	2	12	22	7	31	24	24	12
Interval_5269	chr19	42315881	42316323	+	443	5	10	32	16	26	29	26	12
Interval_5270	chr19	42380507	42381221	+	715	0	3	31	5	19	26	21	9
Interval_5271	chr19	42422577	42422866	+	290	1	3	13	4	15	26	10	8
Interval_5272	chr19	42426110	42426383	+	274	4	1	12	2	10	20	18	5
Interval_5273	chr19	42431368	42432795	+	1428	5	8	121	34	133	210	158	25
Interval_5274	chr19	42442410	42443100	+	691	2	2	37	16	39	39	45	4
Interval_5275	chr19	42460692	42461005	+	314	14	5	3	5	4	3	6	13
Interval_5276	chr19	42510343	42510863	+	521	13	25	7	29	7	9	15	44
Interval_5277	chr19	42518209	42519296	+	1088	214	242	119	387	156	173	167	654
Interval_5278	chr19	42529932	42530319	+	388	8	10	6	17	4	8	5	33
Interval_5279	chr19	42582902	42584811	+	1910	74	94	18	139	18	20	20	223
Interval_5280	chr19	42612764	42613136	+	373	3	6	28	11	25	27	33	13
Interval_5281	chr19	42631284	42632029	+	746	4	7	35	10	33	56	58	29
Interval_5282	chr19	42638533	42639286	+	754	5	2	34	14	19	41	37	13
Interval_5283	chr19	42668501	42669048	+	548	3	13	29	17	51	61	55	14
Interval_5284	chr19	42673112	42673516	+	405	2	1	21	2	34	43	42	5
Interval_5285	chr19	42678454	42678663	+	210	2	0	10	0	5	7	4	2
Interval_5286	chr19	42689791	42690453	+	663	13	22	12	42	21	13	26	30
Interval_5287	chr19	42697119	42697829	+	711	6	4	44	9	29	73	39	11
Interval_5288	chr19	42722478	42722887	+	410	6	14	39	18	30	60	37	38
Interval_5289	chr19	42725097	42726266	+	1170	10	10	108	10	92	164	107	24
Interval_5290	chr19	42744138	42745355	+	1218	78	76	41	99	52	74	69	230
Interval_5291	chr19	42752328	42753494	+	1167	70	109	160	161	206	237	247	242
Interval_5292	chr19	42779302	42780342	+	1041	165	140	178	185	162	220	203	514
Interval_5293	chr19	42794991	42795674	+	684	10	15	56	15	60	82	56	33
Interval_5294	chr19	42838338	42838571	+	234	0	1	12	3	13	15	10	2
Interval_5295	chr19	42936815	42937158	+	344	1	2	10	5	11	14	19	4
Interval_5296	chr19	42937354	42937719	+	366	1	2	5	3	16	18	16	2
Interval_5297	chr19	42948124	42948606	+	483	2	1	33	4	27	65	46	6
Interval_5298	chr19	42977859	42978521	+	663	6	6	24	3	45	44	31	12
Interval_5299	chr19	42980778	42981042	+	265	1	1	15	4	12	8	15	2
Interval_5300	chr19	43231403	43231844	+	442	6	1	9	0	20	15	17	6
Interval_5301	chr19	43358469	43359109	+	641	16	12	5	29	6	7	8	57
Interval_5302	chr19	43384656	43384912	+	257	1	0	4	0	8	13	5	1
Interval_5303	chr19	43440182	43441755	+	1574	18	28	77	43	77	93	99	74
Interval_5304	chr19	43452691	43453433	+	743	89	91	13	163	4	9	13	387
Interval_5305	chr19	43463729	43464563	+	835	13	36	23	50	57	37	56	47
Interval_5306	chr19	43493345	43493832	+	488	83	57	15	102	19	16	24	225
Interval_5307	chr19	43494560	43495454	+	895	84	63	26	99	30	37	30	289
Interval_5308	chr19	43495863	43496084	+	222	9	7	10	10	5	13	15	30
Interval_5309	chr19	43513959	43514287	+	329	20	22	8	63	9	17	16	48
Interval_5310	chr19	43524046	43525226	+	1181	571	566	236	1026	299	376	357	1801
Interval_5311	chr19	43530205	43530856	+	652	31	28	38	34	30	53	35	116
Interval_5312	chr19	43546354	43546984	+	631	6	4	19	10	13	30	23	5
Interval_5313	chr19	43571045	43571569	+	525	10	11	16	7	17	34	29	22
Interval_5314	chr19	43612299	43612596	+	298	4	8	12	6	6	18	16	10
Interval_5315	chr19	43614688	43614982	+	295	3	4	12	3	16	24	16	7
Interval_5316	chr19	43616354	43616538	+	185	3	2	19	3	12	12	9	4
Interval_5317	chr19	43629063	43629518	+	456	4	8	29	10	23	48	37	15
Interval_5318	chr19	43630789	43631138	+	350	7	6	16	17	16	18	16	30
Interval_5319	chr19	43660572	43660912	+	341	4	5	4	6	10	6	7	20
Interval_5320	chr19	43662247	43662566	+	320	5	8	23	8	32	19	35	14
Interval_5321	chr19	43667212	43667488	+	277	9	6	16	17	9	7	15	12
Interval_5322	chr19	43674444	43675939	+	1496	1065	1300	410	2072	604	648	696	3673
Interval_5323	chr19	43689259	43690304	+	1046	423	511	214	662	295	333	324	1258
Interval_5324	chr19	43695391	43695871	+	481	7	3	13	12	13	23	31	19
Interval_5325	chr19	43704867	43705145	+	279	2	3	8	4	14	14	18	12
Interval_5326	chr19	43711494	43712215	+	722	12	13	18	30	23	17	21	39
Interval_5327	chr19	43729691	43730119	+	429	2	5	18	7	24	25	21	12
Interval_5328	chr19	43752576	43753639	+	1064	219	246	124	484	125	172	165	868
Interval_5329	chr19	43767660	43768230	+	571	11	24	4	31	28	10	23	24
Interval_5330	chr19	43781941	43782384	+	444	21	30	3	72	16	7	10	56
Interval_5331	chr19	43797209	43797916	+	708	25	33	11	75	8	10	9	51
Interval_5332	chr19	43845349	43845857	+	509	9	7	19	10	26	26	25	15
Interval_5333	chr19	43868733	43869143	+	411	2	9	6	6	4	4	11	9
Interval_5334	chr19	43879387	43880025	+	639	11	10	88	23	89	102	102	23
Interval_5335	chr19	43883063	43883346	+	284	1	6	23	9	22	37	25	5
Interval_5336	chr19	43884830	43885238	+	409	5	11	15	19	13	19	27	26
Interval_5337	chr19	43890459	43890999	+	541	4	13	39	21	68	48	72	17
Interval_5338	chr19	43894231	43894540	+	310	2	13	14	15	11	26	14	4
Interval_5339	chr19	43896500	43896779	+	280	6	1	9	15	5	5	12	17
Interval_5340	chr19	43898575	43898875	+	301	3	3	16	12	9	17	8	14
Interval_5341	chr19	43913120	43913379	+	260	3	7	16	4	15	11	21	8
Interval_5342	chr19	43916805	43917124	+	320	12	9	13	20	3	15	8	15
Interval_5343	chr19	43918839	43919217	+	379	19	42	13	50	10	11	11	31
Interval_5344	chr19	43920553	43921165	+	613	9	8	33	25	32	38	48	32
Interval_5345	chr19	43939586	43940515	+	930	28	47	69	61	66	87	88	94
Interval_5346	chr19	43949120	43949798	+	679	14	16	54	19	31	57	44	26
Interval_5347	chr19	43959148	43959643	+	496	10	13	30	14	23	36	23	28
Interval_5348	chr19	43968434	43968918	+	485	2	4	46	7	55	38	58	8
Interval_5349	chr19	43985993	43986702	+	710	28	45	19	96	35	49	50	88
Interval_5350	chr19	43998967	43999503	+	537	22	30	7	63	6	2	6	38
Interval_5351	chr19	44021509	44022069	+	561	15	27	4	35	7	6	7	48
Interval_5352	chr19	44026955	44027499	+	545	5	8	16	9	32	15	24	14
Interval_5353	chr19	44032195	44032657	+	463	5	3	5	5	14	16	33	7
Interval_5354	chr19	44068974	44070281	+	1308	84	107	135	129	117	173	133	263
Interval_5355	chr19	44076480	44077529	+	1050	8	9	69	11	81	105	73	17
Interval_5356	chr19	44106901	44107978	+	1078	193	192	126	308	141	151	158	550
Interval_5357	chr19	44135327	44136429	+	1103	58	76	55	135	67	95	78	247
Interval_5358	chr19	44237741	44238054	+	314	2	6	10	7	15	14	8	6
Interval_5359	chr19	44247482	44248998	+	1517	391	494	274	787	292	371	338	1056
Interval_5360	chr19	44266608	44267600	+	993	433	570	149	1062	181	211	227	1287
Interval_5361	chr19	44283875	44284985	+	1111	414	517	303	986	338	450	420	1400
Interval_5362	chr19	44292905	44295178	+	2274	327	431	339	790	398	487	404	1201
Interval_5363	chr19	44295708	44295995	+	288	50	62	29	89	37	40	47	107
Interval_5364	chr19	44301250	44302278	+	1029	48	51	33	138	25	32	34	139
Interval_5365	chr19	44311430	44312268	+	839	13	13	50	29	70	93	60	30
Interval_5366	chr19	44314298	44315335	+	1038	73	122	91	239	82	127	134	227
Interval_5367	chr19	44363406	44363974	+	569	14	11	25	21	19	29	24	43
Interval_5368	chr19	44367001	44367246	+	246	5	2	5	5	17	13	14	6
Interval_5369	chr19	44372943	44373393	+	451	22	24	33	19	26	17	22	56
Interval_5370	chr19	44377995	44378593	+	599	11	13	26	24	7	31	29	30
Interval_5371	chr19	44387986	44389333	+	1348	272	404	100	742	128	165	156	946
Interval_5372	chr19	44394069	44395412	+	1344	78	90	11	155	11	12	16	267
Interval_5373	chr19	44396697	44397039	+	343	6	21	6	29	0	4	8	58
Interval_5374	chr19	44407325	44408624	+	1300	139	237	86	328	83	127	125	408
Interval_5375	chr19	44418677	44419176	+	500	13	12	27	16	14	21	37	23
Interval_5376	chr19	44438784	44439018	+	235	1	0	1	2	3	10	3	5
Interval_5377	chr19	44465508	44466142	+	635	5	3	16	5	20	24	14	3
Interval_5378	chr19	44466183	44466437	+	255	2	2	7	2	8	10	18	1
Interval_5379	chr19	44487379	44487810	+	432	7	9	26	11	13	18	29	18
Interval_5380	chr19	44491730	44492263	+	534	5	14	17	16	18	15	28	15
Interval_5381	chr19	44498709	44499153	+	445	2	1	16	5	6	24	12	8
Interval_5382	chr19	44500182	44500668	+	487	3	1	25	3	24	37	26	3
Interval_5383	chr19	44509977	44510285	+	309	4	2	16	0	21	23	27	3
Interval_5384	chr19	44511388	44512086	+	699	9	7	44	12	51	71	50	13
Interval_5385	chr19	44514551	44514994	+	444	3	4	41	7	49	46	33	8
Interval_5386	chr19	44519213	44519478	+	266	4	3	19	5	32	31	41	11
Interval_5387	chr19	44533945	44534347	+	403	6	1	9	5	10	21	19	3
Interval_5388	chr19	44534406	44534643	+	238	3	4	6	4	13	9	11	7
Interval_5389	chr19	44535415	44535734	+	320	6	1	23	6	18	17	16	7
Interval_5390	chr19	44544931	44546134	+	1204	29	33	66	40	58	59	64	88
Interval_5391	chr19	44554721	44555730	+	1010	83	81	97	113	59	107	79	212
Interval_5392	chr19	44562492	44563394	+	903	151	148	106	272	89	113	111	475
Interval_5393	chr19	44571255	44571453	+	199	1	1	14	11	5	1	10	5
Interval_5394	chr19	44582481	44583159	+	679	13	21	64	24	46	77	67	48
Interval_5395	chr19	44631248	44632132	+	885	2	2	69	10	92	80	86	6
Interval_5396	chr19	44632336	44633033	+	698	0	0	51	8	40	53	53	6
Interval_5397	chr19	44640055	44640602	+	548	5	2	52	4	45	49	64	8
Interval_5398	chr19	44640767	44641073	+	307	7	1	23	9	25	38	22	5
Interval_5399	chr19	44642228	44642726	+	499	3	1	52	6	57	67	40	2
Interval_5400	chr19	44655658	44656085	+	428	2	4	40	7	30	39	35	10
Interval_5401	chr19	44659512	44659752	+	241	6	1	12	6	21	6	20	4
Interval_5402	chr19	44669476	44671004	+	1529	10	4	203	14	187	258	175	16
Interval_5403	chr19	44671715	44672509	+	795	8	8	93	14	95	120	106	17
Interval_5404	chr19	44677205	44678052	+	848	6	9	71	10	92	90	73	18
Interval_5405	chr19	44684088	44684393	+	306	3	3	21	9	10	24	21	4
Interval_5406	chr19	44692613	44693049	+	437	2	6	15	5	15	23	20	4
Interval_5407	chr19	44719551	44720519	+	969	4	7	111	6	98	109	104	11
Interval_5408	chr19	44723933	44724474	+	542	0	5	44	9	60	56	52	12
Interval_5409	chr19	44725927	44726895	+	969	4	8	53	20	49	93	64	9
Interval_5410	chr19	44734467	44735237	+	771	2	3	36	3	42	43	37	10
Interval_5411	chr19	44740198	44740846	+	649	8	5	48	6	48	73	43	8
Interval_5412	chr19	44741175	44742552	+	1378	8	11	111	19	125	153	150	16
Interval_5413	chr19	44742810	44743203	+	394	3	2	30	6	42	36	49	3
Interval_5414	chr19	44746511	44746960	+	450	3	5	59	5	57	70	53	11
Interval_5415	chr19	44750443	44751171	+	729	19	39	75	43	114	131	116	59
Interval_5416	chr19	44753231	44753829	+	599	2	7	98	6	93	133	113	8
Interval_5417	chr19	44755903	44757212	+	1310	15	9	262	21	232	331	242	38
Interval_5418	chr19	44771538	44771815	+	278	6	12	17	24	11	8	14	13
Interval_5419	chr19	44776007	44776267	+	261	3	1	13	2	7	15	12	5
Interval_5420	chr19	44800306	44800758	+	453	1	0	24	6	21	49	47	7
Interval_5421	chr19	44812704	44813535	+	832	2	6	32	8	36	50	38	19
Interval_5422	chr19	44825972	44826212	+	241	3	1	14	5	13	18	21	7
Interval_5423	chr19	44834237	44835289	+	1053	6	5	156	13	194	209	193	10
Interval_5424	chr19	44836098	44836847	+	750	9	8	67	13	76	88	64	13
Interval_5425	chr19	44849576	44849887	+	312	6	4	15	5	19	36	29	9
Interval_5426	chr19	44882617	44882990	+	374	2	0	20	5	20	35	30	8
Interval_5427	chr19	44892805	44893830	+	1026	9	6	138	14	125	179	153	17
Interval_5428	chr19	44899318	44899721	+	404	5	11	12	17	14	12	17	34
Interval_5429	chr19	44900431	44900670	+	240	5	9	11	5	15	17	28	19
Interval_5430	chr19	44902106	44902634	+	529	7	10	45	12	38	75	56	9
Interval_5431	chr19	44903509	44903866	+	358	1	2	32	5	39	71	46	7
Interval_5432	chr19	44907976	44908458	+	483	2	2	35	11	33	43	44	7
Interval_5433	chr19	44914789	44915446	+	658	3	7	32	12	21	34	29	7
Interval_5434	chr19	44930529	44931753	+	1225	282	423	264	657	272	304	304	1158
Interval_5435	chr19	44988672	44989721	+	1050	21	52	84	102	77	116	94	83
Interval_5436	chr19	44989930	44991456	+	1527	23	67	98	107	90	83	94	136
Interval_5437	chr19	45002446	45002726	+	281	14	15	9	10	12	8	15	18
Interval_5438	chr19	45113595	45114456	+	862	21	25	49	54	45	51	46	50
Interval_5439	chr19	45143296	45143519	+	224	0	1	4	1	9	4	16	5
Interval_5440	chr19	45176278	45176872	+	595	10	5	21	19	19	22	15	45
Interval_5441	chr19	45176944	45177849	+	906	8	6	46	13	32	41	28	21
Interval_5442	chr19	45207833	45208994	+	1162	12	15	74	32	77	54	67	40
Interval_5443	chr19	45220694	45221705	+	1012	12	18	68	16	46	66	48	53
Interval_5444	chr19	45236124	45236913	+	790	3	7	59	22	40	45	45	30
Interval_5445	chr19	45257450	45257830	+	381	2	4	15	4	17	32	16	4
Interval_5446	chr19	45277136	45277319	+	184	0	1	11	1	3	2	7	6
Interval_5447	chr19	45283226	45283524	+	299	5	1	10	7	13	15	7	1
Interval_5448	chr19	45293637	45294034	+	398	5	3	27	10	17	24	20	7
Interval_5449	chr19	45294962	45295395	+	434	5	4	19	6	28	34	15	7
Interval_5450	chr19	45300916	45301496	+	581	6	6	44	13	35	60	37	16
Interval_5451	chr19	45301926	45302642	+	717	5	13	45	7	38	64	50	12
Interval_5452	chr19	45304566	45304824	+	259	3	3	33	7	18	26	26	7
Interval_5453	chr19	45310710	45311421	+	712	6	11	69	16	41	63	58	35
Interval_5454	chr19	45312871	45313333	+	463	2	11	32	5	49	67	48	8
Interval_5455	chr19	45317471	45317878	+	408	0	6	29	10	28	43	36	10
Interval_5456	chr19	45322733	45323182	+	450	12	13	4	39	5	5	11	26
Interval_5457	chr19	45363318	45364358	+	1041	434	526	278	870	317	424	416	1337
Interval_5458	chr19	45422104	45422368	+	265	1	6	5	9	7	12	8	5
Interval_5459	chr19	45435811	45436327	+	517	19	21	11	40	6	18	18	70
Interval_5460	chr19	45445131	45445818	+	688	141	149	7	255	18	12	29	451
Interval_5461	chr19	45460903	45461271	+	369	4	4	12	15	10	16	9	12
Interval_5462	chr19	45475919	45476263	+	345	4	3	8	3	9	19	9	7
Interval_5463	chr19	45486787	45487141	+	355	7	12	7	11	8	5	8	26
Interval_5464	chr19	45496836	45497167	+	332	2	11	5	1	3	8	4	12
Interval_5465	chr19	45510720	45511059	+	340	9	10	1	15	4	6	4	42
Interval_5466	chr19	45527513	45527870	+	358	10	7	6	23	8	8	6	41
Interval_5467	chr19	45537738	45538064	+	327	10	15	26	16	12	15	11	48
Interval_5468	chr19	45538699	45539042	+	344	15	18	7	19	11	15	15	47
Interval_5469	chr19	45541482	45541927	+	446	23	18	40	32	29	52	34	71
Interval_5470	chr19	45544766	45545255	+	490	21	24	56	34	38	78	65	85
Interval_5471	chr19	45548107	45548829	+	723	209	199	98	346	84	114	119	500
Interval_5472	chr19	45552322	45552766	+	445	7	10	59	9	37	56	45	28
Interval_5473	chr19	45560048	45560994	+	947	31	34	87	54	69	108	91	115
Interval_5474	chr19	45573103	45574361	+	1259	45	36	50	72	51	61	59	193
Interval_5475	chr19	45575371	45575824	+	454	19	9	26	28	20	18	37	53
Interval_5476	chr19	45581336	45581610	+	275	6	8	7	12	13	16	11	33
Interval_5477	chr19	45596772	45597025	+	254	1	0	6	1	9	9	18	6
Interval_5478	chr19	45602521	45603078	+	558	52	34	15	68	9	10	13	202
Interval_5479	chr19	45615295	45616125	+	831	24	15	31	27	35	52	45	59
Interval_5480	chr19	45620910	45621634	+	725	2	3	48	8	61	72	55	13
Interval_5481	chr19	45622096	45622811	+	716	3	4	62	8	60	77	73	7
Interval_5482	chr19	45628475	45629077	+	603	3	2	26	5	23	49	35	3
Interval_5483	chr19	45631572	45631843	+	272	32	17	5	40	4	9	6	89
Interval_5484	chr19	45675407	45676619	+	1213	23	30	27	34	18	15	31	105
Interval_5485	chr19	45676896	45677263	+	368	6	0	11	10	14	17	11	13
Interval_5486	chr19	45691069	45691532	+	464	1	0	19	3	17	24	23	9
Interval_5487	chr19	45695545	45695961	+	417	4	4	19	6	14	14	25	6
Interval_5488	chr19	45716231	45716681	+	451	4	1	19	6	18	33	18	7
Interval_5489	chr19	45717578	45718306	+	729	5	5	35	3	28	44	34	8
Interval_5490	chr19	45725732	45726378	+	647	3	1	51	2	47	57	42	8
Interval_5491	chr19	45727129	45727388	+	260	1	1	15	2	13	13	9	6
Interval_5492	chr19	45734659	45735587	+	929	2	7	32	5	66	50	59	12
Interval_5493	chr19	45736988	45737191	+	204	5	8	26	9	19	27	21	26
Interval_5494	chr19	45737352	45737740	+	389	6	4	32	13	34	34	35	21
Interval_5495	chr19	45746316	45746583	+	268	12	15	21	20	18	30	20	42
Interval_5496	chr19	45748397	45749837	+	1441	64	81	133	137	136	130	130	226
Interval_5497	chr19	45782635	45784348	+	1714	574	665	323	1223	366	515	439	1977
Interval_5498	chr19	45789359	45789700	+	342	4	5	31	6	35	40	33	12
Interval_5499	chr19	45790394	45791192	+	799	82	106	38	175	30	40	34	296
Interval_5500	chr19	45796161	45796554	+	394	10	16	26	16	31	32	26	29
Interval_5501	chr19	45802416	45803688	+	1273	79	95	36	156	28	30	29	263
Interval_5502	chr19	45804946	45805381	+	436	14	28	37	36	20	20	16	73
Interval_5503	chr19	45812096	45812749	+	654	20	9	43	29	43	46	40	38
Interval_5504	chr19	45815703	45816419	+	717	11	20	69	19	69	88	68	27
Interval_5505	chr19	45816746	45816998	+	253	3	2	16	4	32	30	33	4
Interval_5506	chr19	45896759	45897080	+	322	4	1	10	3	12	10	17	5
Interval_5507	chr19	45997910	45998832	+	923	146	195	156	273	190	218	184	489
Interval_5508	chr19	46003285	46004106	+	822	99	111	96	160	105	131	116	231
Interval_5509	chr19	46014492	46015004	+	513	15	20	38	27	16	34	34	37
Interval_5510	chr19	46031900	46032324	+	425	21	33	20	73	23	15	19	61
Interval_5511	chr19	46037080	46038023	+	944	138	151	46	273	50	63	56	523
Interval_5512	chr19	46038784	46040177	+	1394	194	275	195	405	203	265	221	663
Interval_5513	chr19	46041956	46042525	+	570	42	66	88	91	103	122	119	172
Interval_5514	chr19	46044718	46046320	+	1603	123	160	305	284	286	423	316	428
Interval_5515	chr19	46055956	46057577	+	1622	268	355	237	552	270	400	302	921
Interval_5516	chr19	46074164	46074523	+	360	36	29	16	46	17	16	14	142
Interval_5517	chr19	46075440	46076426	+	987	198	196	198	362	184	237	184	778
Interval_5518	chr19	46119367	46119843	+	477	20	9	7	36	5	4	5	86
Interval_5519	chr19	46135402	46136672	+	1271	42	43	89	60	84	112	105	103
Interval_5520	chr19	46136947	46137825	+	879	49	48	47	73	40	43	55	114
Interval_5521	chr19	46141105	46141482	+	378	9	3	19	13	22	23	40	8
Interval_5522	chr19	46148192	46148720	+	529	35	46	86	79	93	118	107	175
Interval_5523	chr19	46152013	46152823	+	811	339	367	184	633	232	293	261	981
Interval_5524	chr19	46194958	46195231	+	274	11	4	5	10	6	8	6	11
